PartitionKey,RowKey,Vallokal_namn,Adress,Postnr,Postort,Latitud,Longitud,Dag01,Dag02,Dag03,Dag04,Dag05,Dag06,Dag07,Dag08,Dag09,Dag10,Dag11,Dag12,Dag13,Dag14,Dag15,Dag16,Dag17,Dag18,Dag19,Adress_geo
8,8043,Tensta bibliotek,Hagsstråket 13,163 63,Spånga,59.3954117,17.8977496,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Hagsstråket 13
8,8046,Hässelby Villastads bibliotek,"Lövkojsgränd 12, bv",165 75,Hässelby,59.3797809,17.8171551,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T12:00:00/2018-08-29T18:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T12:00:00/2018-09-05T18:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T12:00:00/2018-09-12T18:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Lövkojsgränd 12
8,8052,Vällingby bibliotek,Vittangigatan 24,162 21,Vällingby,59.3624281,17.8706704,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T12:00:00/2018-09-14T16:00:00,Vittangigatan 24
8,8054,Alviks bibliotek,Gustavslundsvägen 26,167 51,Bromma,59.3328133,17.9822399,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Gustavslundsvägen 26
8,8055,Blackebergs bibliotek,Blackebergsplan 6 (ej nr 5),168 49,Bromma,59.3478701,17.884312,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Blackebergsplan 6
8,8058,Kungsholmens bibliotek,S:t Eriksgatan 33,112 39,Stockholm,59.3336012,18.0322862,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,S:t Eriksgatan 33
8,8060,Stora Essingens bibliotek,Essingestråket 24,112 66,Stockholm,59.3209288,17.9865421,2018-08-27T00:00:00/2018-08-27T00:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T00:00:00/2018-08-29T00:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T00:00:00/2018-09-03T00:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T00:00:00/2018-09-05T00:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T00:00:00/2018-09-10T00:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T00:00:00/2018-09-12T00:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Essingestråket 24
8,8061,Tekniska Nämndhuset,Fleminggatan 4,112 26,Stockholm,59.332596,18.0479721,2018-08-27T10:00:00/2018-08-27T18:00:00,2018-08-28T10:00:00/2018-08-28T18:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T10:00:00/2018-09-01T18:00:00,2018-09-02T10:00:00/2018-09-02T18:00:00,2018-09-03T10:00:00/2018-09-03T18:00:00,2018-09-04T10:00:00/2018-09-04T18:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T10:00:00/2018-09-08T18:00:00,2018-09-09T10:00:00/2018-09-09T18:00:00,2018-09-10T10:00:00/2018-09-10T18:00:00,2018-09-11T10:00:00/2018-09-11T18:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Fleminggatan 4
8,8062,Stadshuset,Ragnar Östbergs plan 1,112 20,Stockholm,59.327563,18.0536418,2018-08-27T10:00:00/2018-08-27T18:00:00,2018-08-28T10:00:00/2018-08-28T18:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T10:00:00/2018-09-01T18:00:00,2018-09-02T10:00:00/2018-09-02T18:00:00,2018-09-03T10:00:00/2018-09-03T18:00:00,2018-09-04T10:00:00/2018-09-04T18:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T10:00:00/2018-09-08T18:00:00,2018-09-09T10:00:00/2018-09-09T18:00:00,2018-09-10T10:00:00/2018-09-10T18:00:00,2018-09-11T10:00:00/2018-09-11T18:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T10:00:00/2018-09-13T16:00:00,2018-09-14T10:00:00/2018-09-14T16:00:00,Ragnar Östbergs plan 1
8,8067,Norrmalms Stadsdelsförvaltning,Tulegatan 13,103 62,Stockholm,59.3422791,18.0619964,2018-08-27T08:00:00/2018-08-27T11:00:00,2018-08-28T08:00:00/2018-08-28T11:00:00,2018-08-29T08:00:00/2018-08-29T01:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T08:00:00/2018-09-01T16:00:00,2018-09-02T08:00:00/2018-09-02T16:00:00,2018-09-03T08:00:00/2018-09-03T16:00:00,2018-09-04T08:00:00/2018-09-04T16:00:00,2018-09-05T08:00:00/2018-09-05T11:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T08:00:00/2018-09-08T16:00:00,2018-09-09T08:00:00/2018-09-09T16:00:00,2018-09-10T08:00:00/2018-09-10T16:00:00,2018-09-11T08:00:00/2018-09-11T16:00:00,2018-09-12T08:00:00/2018-09-12T11:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Tulegatan 13
8,8069,Stadsbiblioteket,Odengatan 53 / sveavägen 73,113 80,Stockholm,59.3435543,18.0545834,2018-08-27T09:00:00/2018-08-27T21:00:00,2018-08-28T09:00:00/2018-08-28T21:00:00,2018-08-29T09:00:00/2018-08-29T19:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T09:00:00/2018-09-01T21:00:00,2018-09-02T09:00:00/2018-09-02T21:00:00,2018-09-03T09:00:00/2018-09-03T21:00:00,2018-09-04T09:00:00/2018-09-04T21:00:00,2018-09-05T09:00:00/2018-09-05T19:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T09:00:00/2018-09-08T21:00:00,2018-09-09T09:00:00/2018-09-09T21:00:00,2018-09-10T09:00:00/2018-09-10T21:00:00,2018-09-11T09:00:00/2018-09-11T21:00:00,2018-09-12T09:00:00/2018-09-12T19:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Odengatan 53
8,8070,Kulturhuset,"Sergels Torg 7, gatuplan",103 27,Stockholm,59.3320392,18.064587,2018-08-27T09:00:00/2018-08-27T19:00:00,2018-08-28T09:00:00/2018-08-28T19:00:00,2018-08-29T09:00:00/2018-08-29T19:00:00,2018-08-30T11:00:00/2018-08-30T17:00:00,2018-08-31T11:00:00/2018-08-31T17:00:00,2018-09-01T09:00:00/2018-09-01T19:00:00,2018-09-02T09:00:00/2018-09-02T19:00:00,2018-09-03T09:00:00/2018-09-03T19:00:00,2018-09-04T09:00:00/2018-09-04T19:00:00,2018-09-05T09:00:00/2018-09-05T19:00:00,2018-09-06T11:00:00/2018-09-06T17:00:00,2018-09-07T11:00:00/2018-09-07T17:00:00,2018-09-08T09:00:00/2018-09-08T19:00:00,2018-09-09T09:00:00/2018-09-09T19:00:00,2018-09-10T09:00:00/2018-09-10T19:00:00,2018-09-11T09:00:00/2018-09-11T19:00:00,2018-09-12T09:00:00/2018-09-12T19:00:00,2018-09-13T11:00:00/2018-09-13T17:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Sergels Torg 7
8,8074,Östermalms bibliotek,Valhallavägen 146,100 55,Stockholm,59.3403369,18.0910347,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T12:00:00/2018-09-14T16:00:00,Valhallavägen 146
8,8076,Hornstulls bibliotek,Hornsbruksgatan 25,117 34,Stockholm,59.3159779,18.03545,2018-08-27T10:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T19:00:00,2018-08-29T10:00:00/2018-08-29T18:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T19:00:00,2018-09-03T10:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T19:00:00,2018-09-05T10:00:00/2018-09-05T18:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T19:00:00,2018-09-10T10:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T19:00:00,2018-09-12T10:00:00/2018-09-12T18:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Hornsbruksgatan 25
8,8077,Tranströmerbiblioteket Medborgarplatsen,Medborgarplatsen 2,118 92,Stockholm,59.3145812,18.0717833,2018-08-27T10:00:00/2018-08-27T20:00:00,2018-08-28T10:00:00/2018-08-28T20:00:00,2018-08-29T10:00:00/2018-08-29T19:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T20:00:00,2018-09-02T10:00:00/2018-09-02T20:00:00,2018-09-03T10:00:00/2018-09-03T20:00:00,2018-09-04T10:00:00/2018-09-04T20:00:00,2018-09-05T10:00:00/2018-09-05T19:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T20:00:00,2018-09-09T10:00:00/2018-09-09T20:00:00,2018-09-10T10:00:00/2018-09-10T20:00:00,2018-09-11T10:00:00/2018-09-11T20:00:00,2018-09-12T10:00:00/2018-09-12T19:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Medborgarplatsen 2
8,8085,Luma bibliotek,Ljusslingan 26,120 31,Stockholm,59.3059603,18.0969318,2018-08-27T10:00:00/2018-08-27T18:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T10:00:00/2018-08-29T17:00:00,2018-08-30T12:00:00/2018-08-30T16:00:00,2018-08-31T12:00:00/2018-08-31T16:00:00,2018-09-01T10:00:00/2018-09-01T17:00:00,2018-09-02T00:00:00/2018-09-02T00:00:00,2018-09-03T10:00:00/2018-09-03T18:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T10:00:00/2018-09-05T17:00:00,2018-09-06T12:00:00/2018-09-06T16:00:00,2018-09-07T12:00:00/2018-09-07T16:00:00,2018-09-08T10:00:00/2018-09-08T17:00:00,2018-09-09T00:00:00/2018-09-09T00:00:00,2018-09-10T10:00:00/2018-09-10T18:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T10:00:00/2018-09-12T17:00:00,2018-09-13T12:00:00/2018-09-13T16:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Ljusslingan 26
8,8088,Foajén Enskede bibliotek,Dalens Allé 10,121 31,Enskededalen,59.285177,18.0938881,2018-08-27T12:00:00/2018-08-27T19:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T13:00:00/2018-08-29T17:00:00,2018-08-30T11:00:00/2018-08-30T15:00:00,2018-08-31T00:00:00/2018-08-31T00:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T12:00:00/2018-09-03T19:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T13:00:00/2018-09-05T17:00:00,2018-09-06T11:00:00/2018-09-06T15:00:00,2018-09-07T00:00:00/2018-09-07T00:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T12:00:00/2018-09-10T19:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T13:00:00/2018-09-12T17:00:00,2018-09-13T11:00:00/2018-09-13T15:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Dalens Allé 10
8,8090,Årsta Centrumhuset och bibliotek,Årsta Torg 5,120 02,Stockholm,59.2972944,18.0515481,2018-08-27T10:00:00/2018-08-27T17:00:00,2018-08-28T10:00:00/2018-08-28T17:00:00,2018-08-29T13:00:00/2018-08-29T17:00:00,2018-08-30T00:00:00/2018-08-30T00:00:00,2018-08-31T11:00:00/2018-08-31T15:00:00,2018-09-01T12:00:00/2018-09-01T19:00:00,2018-09-02T12:00:00/2018-09-02T17:00:00,2018-09-03T10:00:00/2018-09-03T17:00:00,2018-09-04T10:00:00/2018-09-04T17:00:00,2018-09-05T13:00:00/2018-09-05T17:00:00,2018-09-06T00:00:00/2018-09-06T00:00:00,2018-09-07T11:00:00/2018-09-07T15:00:00,2018-09-08T12:00:00/2018-09-08T19:00:00,2018-09-09T12:00:00/2018-09-09T17:00:00,2018-09-10T10:00:00/2018-09-10T17:00:00,2018-09-11T10:00:00/2018-09-11T17:00:00,2018-09-12T13:00:00/2018-09-12T17:00:00,2018-09-13T00:00:00/2018-09-13T00:00:00,2018-09-14T00:00:00/2018-09-14T00:00:00,Årsta Torg 5
